,index,Restaurant,UserID,Menu,Review,Total,Taste,Quantity,Delivery,Date
89,8,하림두마리순살파닭,se**님,"간장반＋양념반/1(음료 선택(사이다 1.25L사이즈변경)),주먹밥/1",별하나도아까운집치킨튀기는것을다시배우셔야할듯비오는날이라배달늦으시는거는이해가되는데양념튀김은캐찹맛이너무많이나고튀김양이믿을수없을정도로작아요배달온거전화못받으니재배달료원달,1,1,5,5,2021년 7월 4일
90,22,하림두마리순살파닭,tn**님,후라이드반＋양념반/1(음료 선택(콜라 1.25L사이즈변경)),한 시간 이상 걸린 건 새벽 늦게 시켰으니 배달 기사님이 늦게 배정돼서 그럴 수 있다고 침 치킨을 딱 입에 대는 순간 찬 기운이 느껴짐 그것도 처음에는 배달 기사를 기다리는 동안배달하는 동안 식었을 수 있다고 생각하고 이해하고 넘어감 근데 어제 팔다 남은 치킨을 냉장고에 넣어 놨던 건지 뼈 부분이 차가움 아무리 새벽에 시켰다고 해도 이 시간까지 운영하실 생각이셨다면 조금 더 정성스럽게 해 주실 필요가 있지 않았을까요 가장 최근 리뷰가 별로였음에도 믿고 시켜 봤는데 이렇게 실망감을 안겨 주시네요 다음엔 절대로 안 먹을 것 같습니다,1,1,3,1,2021년 2월 18일
91,28,하림두마리순살파닭,br**님,"순살 매운양념치킨/1(음료 선택(콜라 500mL)),파 추가/1,카스/1",식어서 온 거야 그렇다해도 튀김 옷은 두껍고 고기는 말라서 전반적으로 질기고 딱딱합니다 이 건강하신 분들은 맛있게 드시겠네요 튀겨놓은 닭인지 뭔지는 모르겠지만 첫주문이 실패해서 앞으로 또 먹고 싶을지는 모르겠습니다,1,1,3,3,2020년 5월 25일
92,35,하림두마리순살파닭,ks**님,"후라이드치킨/1(음료 선택(콜라 500mL)),주먹밥/1",배달만 빠르고 치킨은 겉은 바삭한데 어떤 맛이라는게 없어요 너무 밍밍하고 내가 후라이드 치킨을 먹는건지닭백숙을 먹는건지그나마 배달 빨리오신건 만족하는데전 이제 이집 치킨은 시킬 의향이 없네요 너무 가치가 없고 돈 아까워서 사진도 안찍음,1,1,1,5,2020년 2월 24일
93,45,하림두마리순살파닭,ji**님,후라이드반＋양념반/1(음료 선택(사이다 500mL)),참 배달도안오고 맛은 어떤지 모르겟네요 배달도 안왔는데 리뷰 남기라고하네요 참 기가 막히네요,1,1,1,1,2019년 12월 27일
94,49,하림두마리순살파닭,손님,후라이드＋양념/1(음료 선택(콜라 500mL)),시간 분만에 배달되었습니다 맛도 별로고 튀김옷이 너무 두꺼워서 먹을게 없더군요,1,1,1,1,2019년 9월 26일
95,64,하림두마리순살파닭,98**님,간장치킨/1(음료 선택(콜라 500mL)),,1,1,1,1,2019년 7월 13일
96,65,하림두마리순살파닭,yu**님,순살간장＋순살양념/1(음료 선택(사이다 500mL)),엄청엄청 맛이 좋네 말할수없이,1,1,1,1,2019년 7월 6일
97,73,하림두마리순살파닭,손님,순살간장파닭＋순살양념파닭/1(음료 선택(콜라 500mL)),배달빠른거 빼고 좋은점이 하나도 없어요 튀긴지 오랜 시간 지나서 굳은것같은 치킨에 양념발라놓은 느낌이고 튀김겉이 굳어서 질기고 잘 뜯기지도 않아요 양도 두마리 양인데 이게 두마리라는게 말이 안되고 둘다파닭으로 시켰는데 파 양이 적어서 한마리에다만 먹었는데도 부족하네요,1,1,1,5,2019년 4월 22일
98,77,하림두마리순살파닭,손님,순살후라이드파닭＋순살후라이드파닭/1(음료 선택(사이다 500mL)),배달좋고양좋아요가격착해요그런데 냉동닭같아요 너무 질겨서 먹다가 턱아파요 다시는 안시켜 먹을것 같아요,1,1,5,5,2019년 3월 21일
99,108,하림두마리순살파닭,손님,순살간장파닭＋순살양념파닭/1(음료 선택(콜라 500mL)),치킨먹고 리뷰쓰긴 처음이네요 너무한거아닌가요,1,1,1,5,2018년 9월 17일
100,109,하림두마리순살파닭,ki**님,,후라이드  후라이드는 드시고 싶다면 다른 매장으로 배달 빨랐고 양도 상자가득 채웠으나 문제는 양이아닌 질이네요 닭의 상태가 좋지 않아요 검은 빛을 보이고 뒤에 쓴맛이나서 또한 수분이 없어 매우 질겨요 흑 너무 안타깝네요 하림닭 아니고 냉동닭 같네요 하나 먹다가 이건 아니다 했어요 리뷰보고 개선하시면 좋을 듯 해요 ,1,1,5,5,2018년 9월 7일
101,3,노랑통닭-상도역점,04**님,엄청큰 후라이드치킨/1(뼈／순살 선택(순살 치킨)),리뷰이벤트한다고해놓고리뷰이벤트물품안주고치킨은잡내남여기배달한시간반걸렸네요완전눅눅재주문의사없습니다요청사항에도썻는데다식어서와써요살다살다이따위치킨은처음이네할인해줘서이렇게만든겁니까포장종이는기름에닭이싱싱하지않은것같습니다날개뼈에서냄새도나고다리뼈에선뭐,1,2,4,4,4일 전
102,6,노랑통닭-상도역점,oo**님,반반치킨（후라이드반＋양념치킨반）/1(뼈／순살 선택(뼈 치킨)),배달이너무오래걸리고음식이식었음배달이분이상늦게와서면이다불어서버렸어요가게잘못은아니지만불만,1,1,3,1,5일 전
103,14,노랑통닭-상도역점,ji**님,"3종세트（후라이드＋양념치킨＋깐풍치킨）/1(뼈／순살 선택(순살 치킨),콜라 사이즈 변경(콜라 1.25L로 변경))",배달이 빨리라도 와야 정확한 리뷰를 할거 같습니다 무슨 음식은 다 식었고 음료수는 미지근해지고 요근래 아니 그냥 배달 음식 받으면서 가장 최악이었습니다 특히 미지근한 음료수라도 마시려는데 흔드셔서 가져오시는지 바로 터지더라고요 참 기분 좋았습니다,1,2,2,1,2021년 7월 16일
104,15,노랑통닭-상도역점,vk**님,3종세트（후라이드＋양념치킨＋깐풍치킨）/1(뼈／순살 선택(뼈 치킨)),치킨을 시간 분 만에 받아서 먹었다 생닭 잡아서 튀기는 줄어찌나 늦던디,1,3,4,1,2021년 7월 16일
105,37,노랑통닭-상도역점,ak**님,"반반치킨（후라이드반＋양념치킨반）/1(뼈／순살 선택(뼈 치킨),콜라 사이즈 변경(콜라 1.25L로 변경))",배달 느려요 주말인건 아는데 분 이상 걸렸습니다 몇건을 받아서 배달하는지 모르겠으나 치킨이 약간 식어 있었구요 그리고 배달원이 콜라를 얼마나 흔들었는지 모르겠으나 콜라 따자마자 여기저기 다 튀고 난리도 아니었네요,1,1,1,1,2021년 6월 18일
106,87,미쳐버린파닭,gu**님,"한마리세트（순살파닭 한마리＋콜라500mL）/1(치킨 선택(양념파닭),사이드 메뉴 추가선택(크림치즈볼 5개),음료 선택(콜라 1.25L))",문앞에 두라고 써놨는데 배달기사 세대호출 번에 문앞이라고 전화 두번 사람 미치게 만드네요,1,1,1,1,2021년 6월 7일
107,6,파스타입니다-구로점,mi**님,"베이컨 로제 파스타/1(맛 선택(기본),추가 선택(피클추가)),베이컨 까르보나라 파스타/1(맛 선택(기본))",배달이너무오래걸리고음식이식었음배달이분이상늦게와서면이다불어서버렸어요가게잘못은아니지만불만,1,1,5,1,3일 전
108,2,도깨비떡볶이-구로디지털점,dh**님,"양념 치떡세트（국물떡볶이＋양념순살치킨＋콜라500mL）/1(국물떡볶이 맛 선택(매운맛),양념순살치킨 맛 선택(매운맛),사이즈 선택(국물떡볶이L))",배고파서먹긴먹었는데엥이게뭐죠떡볶이치킨모두매운맛으로주문했는데떡볶이색부터왜이런거죠,1,1,2,2,2020년 4월 27일
109,17,도깨비떡볶이-구로디지털점,99**님,"도깨비 오뎅 떡볶이R（2~3인분）/1(맛 선택(순한맛)),모듬튀김（김말이2개＋오징어2개＋만두2개＋고구마2개＋단호박2개）/1",전화로도 문의 드렸는데 연락 없으셔서 리뷰로 남깁니다 오뎅의 어육 함유량 만족 국물의 맛 및 농도 만족 튀김 상태 바삭하고 구성 만족 그런데 떡이 이상합니다 떡만 이상해요 겉에서 군내 라고 하나요 쉰밥냄새같은데 나고 섭취시 신맛과 텁텁합니다 오뎅과 국물에선 전혀 문제가 없었습니다 대체 떡에 무슨일이 일어난건가요 제가 지금 일째 떡볶이만 먹고 잇습니다 엽떡 걸작 밀방떡 그리고 도깨비 타매장들의 경우 떡이 불어서 터져있다거나 어육함유량이 낮은 오뎅등의 문제가 있으나 냄새나는 떡은 이집이 처음입니다,1,1,5,5,2019년 8월 27일
110,15,BHC-신대방스타점,ji**님,뿌링클 콤보/1(옵션(콜라1.25L)),배달이 조금 늦은건 이해할 수 있지만 무슨 이유에선지 포장지까지 파손된 상태로 배송되었습니다 포장지만 파손된 것인지 찜찜합니다,1,3,3,1,4일 전
111,22,BHC-신대방스타점,di**님,하바네로 포테킹 후라이드/1(디저트(달콤바삭치즈볼)),배달도 분이나 늦게 오고 닭튀김도 눅눅하고 던져서본건지 튀김이 부서져있음 일부러 늦게온건가 생각도 함 ,1,1,5,1,5일 전
112,68,라오니피자-관악점,si**님,"버팔로윙 6조각/2,순살치킨 8조각/1",사이드만 주문하는게 정보란에 설명도없고 실례일수도 있을거같아 전화로 문의까지 드려서 주문했네요 리뷰가 안된다면 전화통화할때 말씀을 해주시던지 그게아니면 주문받고라도 말씀을해주셔야죠 배달도착하고 문자로 양해바랍니다 이러면 이게 무슨 양해인가요 일방적 통보 지  리뷰로 사이드 요청하면 항상오던 젓가락하나 조차도 오질않았고 정체모를 검은봉지에 떡하니 와있는데 무슨 시장에서 김밥싸온주 알았네요 지금까지 모은쿠폰 고대로 버립니다 돈주고 사먹는데 기분나빠서야 사장님같으면 시켜먹겠습니까 ,1,1,1,1,2021년 1월 27일
113,93,라오니피자-관악점,sj**님,"피자（M）＋피자（M）/1(피자 선택1(콤비네이션피자),피자1 도우 선택(오리지널),피자 선택2(페파로니피자),피자2 도우 선택(오리지널),추가 선택(코카콜라 1.25L 추가))",참 서비스까지 받았든데 좋지않은 리뷰를 남기게됐네요사장님 페페로니피자 박스를 열자마자 이상한 냄새가 나더군요첫조각은 괜찮았는데 두번째 조각부터 이상한 군내같은게 입안을 맴돌았어요 확인해보니 페페로니 절반정도에서 역한 냄새가 납니다패패로니를 패스하구 콤비네이션 박스를 열었는데 페페로니가 보이는군요일단 페페로니 제거후 먹는데 고기에서 아주살짝 비린 향이 올라옵니다페페로니때문에 민감해져서 그러겠거니 하고 다시 먹는데 피망이 맛탱이가 갔더군요 씹는순간욕나왔습니다사장님힘드시겠지만 재료관리 재고관리좀 해주세요,1,1,4,5,2020년 12월 5일
114,101,라오니피자-관악점,ks**님,콤비네이션피자（M）/1(피자 도우 선택(오리지널)),다식어서 오고 피자가 모형인줄,1,1,1,1,2020년 11월 19일
115,107,라오니피자-관악점,dm**님,"피자（M）＋피자（M）/1(피자 선택1(콤비네이션피자),피자1 도우 선택(오리지널),피자 선택2(페파로니피자),피자2 도우 선택(오리지널))",리뷰 처음 써봅니다 콤비네이션페퍼로니 가지 시켜먹어봤는데요 콤비네이션은 재료가 각자 따로 노는 느낌이고요 치즈가 다른 피자브랜드보다 이질감이 느껴지는데 왜 이런거죠 페퍼로니도 페퍼로니 자체가 엄청 많이 올려져 있어 기대했는데 페퍼로니에서 고기냄새가 좀 나네요 요거트소스 갈릭디핑소스가 기본으로 제공되는 건 좋네요,1,1,3,4,2020년 11월 16일
116,28,페리카나-신풍시장점,eq**님,"로스핀/1(맛선택(양념)),카스 생맥주 1000cc/2",로스핀 이건 아니죠 맛에서 닭비린내가 너무심하고 닭다리 끝부분 뼈는 완전 검게 변색되어 있고 도저히 먹지 못하고 버렸음 이건 음식이 아니죠,1,1,1,1,2021년 7월 24일
117,77,페리카나-신풍시장점,su**님,세트2（후라이드＋양념）/1,하아 여태까지 수많은 리뷰 남기면서 단 한번도 만점 주지않은적이 없는데 이번만큼은 박하게 줄 수 밖에 없네요  주문한지 두시간만에 받았습니다 뭐 이건 할인기간이니 이해하고 넘어가고  리뷰 이벤트 참여했는데 안주시더라고요 이것도 이해할게요  두마리 시켰는데 짝이 안맞네요 항상 와이프와 같이 두가지 종류의 닭다리와 날개를 다른맛으로 하나씩 나눠먹는데 황당하게도 후라이드는 다리가 하나에 날개는 아예 없더라고요 한꺼번에 튀기고 대충 담아주는건지 이런 경우는 난생 처음입니다 아님 빼먹은건지 이해가 안가네요,1,1,1,1,2021년 7월 16일
118,13,KFC-구로디지털2점,oo**님,"징거버거세트/1(사이드변경(케이준후라이),음료변경(콜라)),에그타르트/1",진짜 드럽게 맛없음 바닐라 쉐이크 시켯는데 콜라 오지를 않나 콜라도 비누 냄새 남 버거도 닭 비린내,1,1,1,5,2021년 7월 16일
119,17,KFC-구로디지털2점,go**님,"징거박스/1(치킨변경(오리지널블랙라벨교환),사이드변경(에그타르트교환),음료변경(아이스초코（M）교환))",시킨지 두시간이 다되가는데 안오네요  도대체 뭐하자는건지 전화했더니 아직 출발도 안했다고 죄송하다고만 하네요 햄버거 빨리 간단하게 먹으려고 시키는거 아닙니까  진짜 이런적 처음이네요,1,1,1,1,2021년 7월 14일
120,18,KFC-구로디지털2점,su**님,"징거버거세트/1(사이드변경(에그타르트교환),음료변경(콜라))",배달시간 한참뒤에 와서보니 버거는 차갑고 콜라도 미지근하게 왔어요,1,4,4,1,2021년 7월 14일
121,19,KFC-구로디지털2점,so**님,핫크리스피치킨 8조각/1,배달 얘기가 많은 이유가있네요 제가 시킨건 미니스톱 치킨이아니라 입니다,1,1,1,1,2021년 7월 13일
122,26,KFC-구로디지털2점,손님,"징거박스/2(사이드변경(케이준후라이),음료변경(스프라이트교환))",무슨배달은 시간 반이 지나도록안해줘요 배고파요 염락주세요,1,2,3,1,2021년 7월 4일
123,37,KFC-구로디지털2점,re**님,"징거버거세트/1(사이드변경(치킨너겟 4조각교환),음료변경(콜라)),에그타르트/3,아이스초코（M）/1",최악입니다 시간 안에 배달 온다고 안내 받았는데 시간 반 걸렸구요 토마토 알레르기가 있어 요청사항에 꼭 토마토 빼달라고 요청 드렸는데 토마토 들어있었습니다 버거는 먹지도 못 하고 버렸구요 콜라는 밍밍해지고 탄산은 다 없어져서 버렸습니다 치킨너겟은 당연히 식어서 에어프라이기에 돌려 먹었습니다 에그타르트 치킨너겟 아이스초코만 먹었네요 밍밍한 콜라 드시고 싶으신 거 아니시면 시키지 마세요,1,1,1,1,2021년 6월 30일
